timestamp,gender,age,enrolled_college,region,work_hours_week,personal_income,household_income,Are you or your family eligible for SNAP benefits or any governmental assistance program?,education_level,gpa_range,physical_activity_freq,dietary_style,food_thoughts_daily,fies_q1,fies_q2,fies_q3,fies_q4,fies_q5,fies_q6,fies_q7,fies_q8,rs_q1,rs_q2,rs_q3,rs_q4,rs_q5,rs_q6,smm_q1,smm_q2,smm_q3,smm_q4,smm_q5,smm_q6,smm_q7,smm_q8,pss_q1,pss_q2,pss_q3,pss_q4,pss_q5,pss_q6,pss_q7,pss_q8,pss_q9,pss_q10,k10_q1,k10_q2,k10_q3,k10_q4,k10_q5,k10_q6,exercise_days_week,breakfast_freq,whole_grains_freq,dairy_freq,caffeine_freq,fruits_freq,nuts_freq,rice_pasta_freq,meat_freq,leafy_veg_freq,beans_freq,fish_freq,fast_food_freq,multivitamin_freq,fish_oil_freq,fies_score,fies_level,resilience_score,RS_level,smm_score,smm_level,k10_score,k10_level
2022-09-22 15:53:00.189,Male,18-22,Yes,North America/Central America,21 to 30 hours,"$1 to $4,999","$100,000 to $149,999",No,"2 or 4 Years of College Degree (AA, BA, BS)",3.7-4.0,3 times,Vegetarian,4-7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,1.0,4.0,3.0,2.0,3.0,4.0,Sometimes,Almost never,Fairly often,Fairly Often,Fairly Often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,3.0,2.0,2.0,2.776141384388807,2.0,2.8990066225165565,3 times,2 times,3 times,2 times,3 times,2 times,3 times,3 times,Never,3 times,4 times,0.0,4.0,2.0,0.0,8.0,Very low food security,16.0,Normal resilience,25.0,Likely to have an enhancing effect,14.675148006905363,Moderate psychological distress
2022-09-22 16:12:57.352,Female,22-29,Yes,North America/Central America,Not applicable,"$1 to $4,999","$10,000 to $19,999",No,"2 or 4 Years of College Degree (AA, BA, BS)",3.4-3.69,,I don’t follow a specific diet,0-3,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fairly often,Very often,Very often,Almost never,Almost never,Very often,Almost never,Almost never,Very Often,Very often,5.0,5.0,5.0,5.0,5.0,5.0,,3 times,3 times,1 time,Never,2 times,1 time,3 times,3 times,Never,2 times,0.0,4.0,0.0,0.0,4.0,Low food security,7.0,Low resilience,0.0,Likely to have a debilitating effect,30.0,Severe psychological distress
2022-09-22 17:44:22.209,Female,18-22,Yes,North America/Central America,11-20 hours,"$1 to $4,999","Less than $10,000",Not sure,"2 or 4 Years of College Degree (AA, BA, BS)",3.4-3.69,3 times,Western Diet,4-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,4.0,3.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,Sometimes,Fairly often,Very often,Sometimes,Sometimes,Very often,Sometimes,Almost never,Sometimes,Fairly often,4.0,3.0,3.0,3.0,3.0,2.0,4 times,5 times,3 times,1 time,5 times or more,Never,Never,Never,2 times,1 time,Never,0.0,1.0,0.0,0.0,0.0,High food security,21.0,Normal resilience,11.0,Likely to have a moderate effect,18.0,Severe psychological distress
2022-09-22 18:02:12.044,Female,18-22,Yes,North America/Central America,I work seasonally,"$1 to $4,999","$150,000 to $249,999",No,High School,3.0-3.39,1 time,I don’t follow a specific diet,4-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,Fairly often,Very often,Fairly often,Sometimes,Sometimes,Fairly often,Sometimes,Sometimes,Fairly Often,Very often,4.0,5.0,5.0,5.0,4.0,4.0,1 time,2 times,2 times,3 times,1 time,2 times,Never,2 times,1 time,2 times,2 times,2.0,1.0,0.0,0.0,1.0,High food security,13.0,Low resilience,12.0,Likely to have a moderate effect,27.0,Severe psychological distress
2022-09-22 19:24:55.809,Female,18-22,Yes,North America/Central America,21 to 30 hours,"4,999 to $9,999","$150,000 to $249,999",No,High School,3.7-4.0,3 times,Low FODMAP for 6 weeks. Then asian diet,4-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,3.0,0.0,1.0,2.0,Very often,Sometimes,Fairly often,Fairly Often,Almost never,Sometimes,Almost never,Almost never,Fairly Often,Fairly often,4.0,3.0,5.0,3.0,3.0,2.8990066225165565,3 times,3 times,1 time,Never,1 time,5 times or more,2 times,2 times,3 times,5 times or more,Never,1.0,2.0,3.0,0.0,0.0,High food security,22.0,High resilience,17.0,Likely to have a moderate effect,20.899006622516556,Severe psychological distress
2022-09-22 19:52:04.696,Female,18-22,Yes,North America/Central America,21 to 30 hours,"4,999 to $9,999","$60,000 to $69,999",Yes,High School,3.7-4.0,5 times,Vegetarian,4-7,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,0.0,3.0,3.0,Very often,Sometimes,Very often,Sometimes,Sometimes,Almost never,Almost never,Never,Fairly Often,Very often,4.0,2.0,4.0,2.0,5.0,2.8990066225165565,5 times,4 times,5 times or more,5 times or more,5 times or more,2 times,3 times,5 times or more,3 times,Never,Never,0.0,2.0,0.0,0.0,6.0,Very low food security,14.0,Normal resilience,19.0,Likely to have a moderate effect,19.899006622516556,Severe psychological distress
2022-09-22 20:34:40.025,Female,18-22,Yes,North America/Central America,I work seasonally,"4,999 to $9,999","$250,000 or more",No,High School,3.7-4.0,5 times,I don’t follow a specific diet,0-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,Sometimes,Sometimes,Sometimes,Fairly Often,Sometimes,Almost never,Sometimes,Fairly Often,Sometimes,Almost never,2.0,2.0,3.0,2.0,2.0,2.8990066225165565,5 times,6 or 7 times,3 times,5 times or more,5 times or more,5 times or more,Never,5 times or more,Never,5 times or more,Never,0.0,3.0,0.0,0.0,0.0,High food security,28.0,High resilience,24.0,Likely to have an enhancing effect,13.899006622516556,Moderate psychological distress
2022-09-22 21:45:07.421,Female,22-29,Yes,North America/Central America,Not applicable,"$50,000 to 74,999","Less than $10,000",No,"2 or 4 Years of College Degree (AA, BA, BS)",3.7-4.0,2 times,Vegan,4-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,3.0,0.0,1.0,1.0,3.0,3.0,0.0,1.0,0.0,Fairly often,Fairly often,Very often,Almost never,Almost never,Fairly often,Sometimes,Never,Sometimes,Very often,4.0,3.0,3.0,4.0,5.0,2.0,1 time,4 times,2 times,Never,5 times or more,5 times or more,4 times,3 times,Never,3 times,3 times,0.0,2.0,0.0,0.0,0.0,High food security,11.0,Low resilience,9.0,Likely to have a debilitating effect,21.0,Severe psychological distress
2022-09-22 23:15:24.826,Male,22-29,No,North America/Central America,Not applicable,"30,000 to 49,999","$60,000 to $69,999",Not sure,High School,Not applicable,6-7 times,I don’t follow a specific diet,0-3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,2.0,4.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,Sometimes,Very often,Very often,Never,Almost never,Almost never,Fairly Often,Never,Almost never,Very often,4.0,3.0,3.2310838445807772,3.0,3.0,4.0,6-7 times,1 time,3 times,3 times,2 times,2 times,1 time,3 times,4 times,2 times,2 times,2.0,3.0,0.0,0.0,2.0,Low food security,16.0,Normal resilience,7.0,Likely to have a debilitating effect,20.231083844580777,Severe psychological distress
2022-09-23 02:57:28.916,Female,18-22,Yes,North America/Central America,Less than 10 hours,"4,999 to $9,999","$90,000 to $99,999",No,High School,Not applicable,6-7 times,I don’t follow a specific diet,4-7,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,5.0,2.0,3.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,Sometimes,Fairly often,Very often,Sometimes,Fairly Often,Sometimes,Fairly Often,Almost never,Never,Sometimes,2.0,3.0,3.2310838445807772,3.0,3.0,3.0,6-7 times,Never,Never,3 times,5 times or more,Never,Never,4 times,2 times,Never,Never,0.0,2.0,0.0,0.0,5.0,Very low food security,23.0,High resilience,14.0,Likely to have a moderate effect,17.231083844580777,Out of range
2022-09-23 10:51:08.449,Female,18-22,Yes,North America/Central America,11-20 hours,"$1 to $4,999","$20,000 to $29,999",Not sure,High School,3.7-4.0,4 times,I don’t follow a specific diet,4-7,,1.0,1.0,,1.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,3.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,Sometimes,Sometimes,Fairly often,Sometimes,Sometimes,Almost never,Almost never,Almost never,Sometimes,Almost never,3.0,2.0,3.0,2.776141384388807,3.0,2.0,3 times,Never,4 times,5 times or more,Never,3 times,1 time,4 times,4 times,3 times,Never,3.0,2.0,0.0,0.0,3.0,Low food security,16.0,Normal resilience,6.0,Likely to have a debilitating effect,15.776141384388808,Moderate psychological distress
2022-09-23 11:26:00.488,Male,18-22,Yes,North America/Central America,21 to 30 hours,"$1 to $4,999","$150,000 to $249,999",No,High School,3.7-4.0,2 times,Vegetarian,0-3,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,Fairly often,Fairly often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Fairly often,5.0,4.0,3.0,3.0,3.0,5.0,,6 or 7 times,5 times or more,2 times,Never,5 times or more,1 time,5 times or more,Never,5 times or more,3 times,0.0,3.0,0.0,0.0,4.0,Low food security,14.0,Normal resilience,14.0,Likely to have a moderate effect,23.0,Severe psychological distress
2022-09-23 11:30:18.411,Female,18-22,Yes,North America/Central America,I work seasonally,Prefer not to answer,"$250,000 or more",No,High School,3.7-4.0,6-7 times,Western Diet,4-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,2.0,4.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,Never,Never,Sometimes,Fairly Often,Fairly Often,Almost never,Fairly Often,Fairly Often,Almost never,Never,2.0,2.864229765013055,2.0,2.776141384388807,2.0,2.8990066225165565,6-7 times,1 time,2 times,1 time,2 times,Never,Never,3 times,4 times,2 times,Never,0.0,2.0,0.0,0.0,0.0,High food security,20.0,Normal resilience,14.0,Likely to have a moderate effect,14.539377771918417,Moderate psychological distress
2022-09-23 12:06:03.567,Female,18-22,Yes,North America/Central America,Less than 10 hours,"$1 to $4,999","$250,000 or more",No,"2 or 4 Years of College Degree (AA, BA, BS)",3.4-3.69,4 times,I don’t follow a specific diet,8-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,1.0,4.0,3.0,3.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,Very often,Very often,Very often,Very often,Never,Very often,Never,Never,Very Often,Very often,5.0,5.0,5.0,5.0,5.0,5.0,4 times,6 or 7 times,4 times,2 times,4 times,5 times or more,3 times,3 times,3 times,2 times,1 time,4.0,2.0,0.0,0.0,7.0,Very low food security,18.0,Normal resilience,8.0,Likely to have a debilitating effect,30.0,Severe psychological distress
2022-09-23 13:58:54.402,Female,18-22,Yes,North America/Central America,Not applicable,0,"$100,000 to $149,999",Yes,High School,3.0-3.39,1 time,Western and Korean ,4-7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,Sometimes,Sometimes,Fairly often,Fairly Often,Fairly Often,Almost never,Fairly Often,Sometimes,Almost never,Sometimes,3.0,2.864229765013055,3.2310838445807772,2.776141384388807,4.0,3.0,1 time,Never,1 time,3 times,1 time,2 times,3 times,3 times,5 times or more,3 times,Never,0.0,1.0,0.0,0.0,2.0,Low food security,15.0,Normal resilience,17.0,Likely to have a moderate effect,18.87145499398264,Severe psychological distress
2022-09-23 15:38:16.952,Male,18-22,Yes,North America/Central America,Less than 10 hours,"$1 to $4,999","$100,000 to $149,999",No,"2 or 4 Years of College Degree (AA, BA, BS)",3.0-3.39,5 times,I don’t follow a specific diet,4-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,Almost never,Almost never,Almost never,Very often,Very often,Never,Very often,Very often,Almost never,Never,3.2295719844357977,2.0,3.2310838445807772,2.776141384388807,3.1576200417536535,2.8990066225165565,5 times,6 or 7 times,Never,4 times,2 times,2 times,Never,2 times,5 times or more,Never,Never,0.0,2.0,0.0,0.0,0.0,High food security,28.0,High resilience,25.0,Likely to have an enhancing effect,17.29342387767559,Out of range
2022-09-23 18:01:29.176,Male,18-22,Yes,North America/Central America,Less than 10 hours,"$1 to $4,999","$100,000 to $149,999",No,High School,3.7-4.0,2 times,Paleo,4-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,4.0,5.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,Almost never,Never,Sometimes,Very often,Very often,Almost never,Very often,Sometimes,Almost never,Almost never,2.0,2.0,3.0,2.776141384388807,3.1576200417536535,2.8990066225165565,5 times,2 times,Never,5 times or more,Never,5 times or more,Never,5 times or more,5 times or more,Never,Never,0.0,0.0,0.0,0.0,0.0,High food security,27.0,High resilience,6.0,Likely to have a debilitating effect,15.832768048659016,Moderate psychological distress
2022-09-24 15:04:39.682,Female,22-29,Yes,North America/Central America,11-20 hours,"$10,000 to $19,999","Less than $10,000",No,"2 or 4 Years of College Degree (AA, BA, BS)",3.4-3.69,2 times,I don’t follow a specific diet,4-7,1.0,1.0,1.0,1.0,1.0,,1.0,,5.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,Sometimes,Almost never,Fairly often,Sometimes,Fairly Often,Sometimes,Fairly Often,Sometimes,Sometimes,Almost never,4.0,2.0,5.0,2.0,3.0,2.0,2 times,2 times,Never,5 times or more,5 times or more,2 times,Never,3 times,2 times,2 times,Never,4.0,1.0,0.0,0.0,6.0,Very low food security,22.0,High resilience,17.0,Likely to have a moderate effect,18.0,Severe psychological distress
2022-09-24 21:41:56.752,Male,18-22,Yes,North America/Central America,I work seasonally,"$1 to $4,999","$150,000 to $249,999",No,High School,Not applicable,,low carb,4-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,3.0,2.0,2.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0,Sometimes,Fairly often,Sometimes,Sometimes,Fairly Often,Sometimes,Fairly Often,Fairly Often,Very Often,Fairly often,3.0,3.0,3.0,3.0,4.0,2.0,,6 or 7 times,2 times,5 times or more,2 times,3 times,5 times or more,3 times,5 times or more,4 times,3 times,1.0,2.0,0.0,0.0,0.0,High food security,20.0,Normal resilience,11.0,Likely to have a moderate effect,18.0,Severe psychological distress
2022-09-25 19:44:26.335,Female,18-22,Yes,North America/Central America,11-20 hours,"$20,000 to 29,999","$20,000 to $29,999",Not sure,"2 or 4 Years of College Degree (AA, BA, BS)",3.0-3.39,6-7 times,I don’t follow a specific diet,4-7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Fairly often,Sometimes,Fairly often,Fairly Often,Fairly Often,Sometimes,Sometimes,Sometimes,Very Often,Almost never,3.0,3.0,4.0,3.0,4.0,4.0,4 times,3 times,5 times or more,4 times,3 times,4 times,3 times,4 times,4 times,3 times,1 time,2.0,2.0,0.0,0.0,5.0,Very low food security,23.0,High resilience,4.0,Likely to have a debilitating effect,21.0,Severe psychological distress
2022-09-25 19:50:07.116,Male,22-29,Yes,North America/Central America,31-40 hours,0,"Less than $10,000",Not sure,"2 or 4 Years of College Degree (AA, BA, BS)",Not applicable,3 times,I don’t follow a specific diet,12+,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,5.0,4.0,5.0,1.0,0.0,4.0,2.0,0.0,2.0,2.0,2.0,2.0,Sometimes,Almost never,Very often,Fairly Often,Sometimes,Very often,Very often,Very often,Fairly Often,Sometimes,3.2295719844357977,2.0,3.0,2.0,2.0,2.0,2 times,Never,Never,2 times,5 times or more,Never,5 times or more,5 times or more,5 times or more,5 times or more,2 times,1.0,0.0,0.0,0.0,4.0,Low food security,24.0,High resilience,14.0,Likely to have a moderate effect,14.229571984435797,Moderate psychological distress
2022-09-26 14:58:42.792,Male,18-22,Yes,North America/Central America,31-40 hours,"$75,000 to 99,999","$150,000 to $249,999",No,High School,3.0-3.39,2 times,I don’t follow a specific diet,4-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,3.0,4.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,Sometimes,Sometimes,Fairly often,Fairly Often,Sometimes,Very often,Fairly Often,Sometimes,Almost never,Almost never,3.0,2.0,3.0,2.776141384388807,4.0,2.8990066225165565,2 times,6 or 7 times,Never,4 times,5 times or more,5 times or more,Never,5 times or more,5 times or more,2 times,1 time,4.0,2.0,4.0,4.0,0.0,High food security,23.0,High resilience,6.0,Likely to have a debilitating effect,17.675148006905363,Out of range
2022-09-28 01:20:49.184,Female,18-22,Yes,Asia,More than 40 hours,"$1 to $4,999","$100,000 to $149,999",No,"2 or 4 Years of College Degree (AA, BA, BS)",3.7-4.0,6-7 times,I don’t follow a specific diet,0-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,3.0,4.0,1.0,2.0,1.0,3.0,2.0,0.0,3.0,2.0,Sometimes,Never,Sometimes,Very often,Very often,Almost never,Very often,Fairly Often,Almost never,Never,3.0,2.864229765013055,3.0,2.776141384388807,3.0,2.8990066225165565,6-7 times,3 times,1 time,5 times or more,Never,4 times,2 times,5 times or more,5 times or more,5 times or more,1 time,1.0,4.0,0.0,0.0,0.0,High food security,24.0,High resilience,14.0,Likely to have a moderate effect,17.539377771918417,Out of range
2022-09-28 01:42:35.730,Female,22-29,Yes,North America/Central America,Not applicable,Prefer not to answer,"$20,000 to $29,999",Yes,"2 or 4 Years of College Degree (AA, BA, BS)",3.4-3.69,4 times,I don’t follow a specific diet,4-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,1.0,4.0,2.0,3.0,3.0,1.0,4.0,Almost never,Never,Sometimes,Very often,Very often,Never,Very often,Very often,Almost never,Never,2.0,2.864229765013055,3.2310838445807772,2.776141384388807,3.1576200417536535,2.8990066225165565,4 times,6 or 7 times,3 times,4 times,2 times,5 times or more,3 times,1 time,4 times,3 times,2 times,2.0,1.0,0.0,0.0,0.0,High food security,27.0,High resilience,20.0,Likely to have a moderate effect,16.928081658252847,Moderate psychological distress
2022-09-28 06:26:27.721,Male,30-39,No,North America/Central America,More than 40 hours,"$75,000 to 99,999","$100,000 to $149,999",No,"2 or 4 Years of College Degree (AA, BA, BS)",Not applicable,5 times,I don’t follow a specific diet,0-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,Fairly often,Sometimes,Fairly often,Fairly Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,3.0,2.0,3.0,2.776141384388807,3.0,2.8990066225165565,5 times,6 or 7 times,4 times,3 times,5 times or more,5 times or more,5 times or more,4 times,5 times or more,2 times,5 times or more,3.0,3.0,0.0,0.0,0.0,High food security,17.0,Normal resilience,15.0,Likely to have a moderate effect,16.675148006905363,Moderate psychological distress
2022-09-28 09:16:16.812,Female,22-29,No,North America/Central America,31-40 hours,"$20,000 to 29,999",,No,"2 or 4 Years of College Degree (AA, BA, BS)",3.7-4.0,,Western Diet,0-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,Sometimes,Sometimes,Fairly often,Fairly Often,Fairly Often,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,3.0,3.0,3.0,3.0,4.0,2.8990066225165565,,5 times,5 times or more,5 times or more,5 times or more,5 times or more,3 times,2 times,4 times,5 times or more,2 times,0.0,1.0,1.0,0.0,0.0,High food security,16.0,Normal resilience,10.0,Likely to have a debilitating effect,18.899006622516556,Severe psychological distress
2022-09-28 12:31:30.657,Female,18-22,Yes,North America/Central America,Not applicable,0,"$250,000 or more",No,High School,3.7-4.0,6-7 times,I don’t follow a specific diet,0-3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,Fairly often,Sometimes,Fairly often,Fairly Often,Fairly Often,Fairly often,Sometimes,Sometimes,Sometimes,Fairly often,4.0,3.0,4.0,2.0,4.0,2.8990066225165565,6-7 times,6 or 7 times,4 times,5 times or more,Never,4 times,1 time,5 times or more,5 times or more,5 times or more,4 times,0.0,1.0,0.0,0.0,1.0,High food security,12.0,Low resilience,7.0,Likely to have a debilitating effect,19.899006622516556,Severe psychological distress
2022-09-28 12:36:53.623,Male,40-49,No,Europe,Less than 10 hours,"4,999 to $9,999","$30,000 to $39,999",No,"2 or 4 Years of College Degree (AA, BA, BS)",Not applicable,3 times,I don’t follow a specific diet,4-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Almost never,Very often,Almost never,Fairly Often,Fairly Often,Almost never,Never,Sometimes,Fairly Often,Almost never,2.0,5.0,3.2310838445807772,3.0,5.0,2.8990066225165565,3 times,Never,5 times or more,5 times or more,5 times or more,3 times,Never,2 times,2 times,2 times,Never,1.0,0.0,3.0,0.0,0.0,High food security,16.0,Normal resilience,0.0,Likely to have a debilitating effect,21.130090467097332,Severe psychological distress
2022-09-28 12:46:48.563,Male,50 and older,No,North America/Central America,More than 40 hours,"30,000 to 49,999","$30,000 to $39,999",Yes,"2 or 4 Years of College Degree (AA, BA, BS)",Not applicable,3 times,I don’t follow a specific diet,8-11,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,4.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Almost never,Almost never,Sometimes,Fairly Often,Sometimes,Almost never,Almost never,Sometimes,Sometimes,Almost never,3.0,2.0,2.0,2.0,5.0,2.0,,4 times,3 times,4 times,5 times or more,3 times,1 time,2 times,3 times,2 times,2 times,0.0,3.0,0.0,0.0,5.0,Very low food security,20.0,Normal resilience,0.0,Likely to have a debilitating effect,16.0,Moderate psychological distress
2022-09-28 14:11:07.643,Female,18-22,Yes,North America/Central America,11-20 hours,"$10,000 to $19,999","$10,000 to $19,999",Not sure,"2 or 4 Years of College Degree (AA, BA, BS)",3.7-4.0,6-7 times,Western Diet,4-7,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,2.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,Sometimes,Almost never,Sometimes,Sometimes,Fairly Often,Sometimes,Fairly Often,Sometimes,Almost never,Almost never,3.0,2.0,4.0,2.776141384388807,2.0,2.8990066225165565,6-7 times,6 or 7 times,3 times,5 times or more,5 times or more,2 times,Never,1 time,5 times or more,1 time,1 time,1.0,0.0,0.0,0.0,4.0,Low food security,20.0,Normal resilience,8.0,Likely to have a debilitating effect,16.675148006905363,Moderate psychological distress
2022-09-28 15:42:06.984,Female,18-22,Yes,North America/Central America,11-20 hours,0,"$250,000 or more",No,High School,3.7-4.0,1 time,I don’t follow a specific diet,4-7,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,3.0,2.0,1.0,3.0,1.0,2.07321594068582,1.7912801484230056,1.1114206128133706,1.7184014869888475,1.75417439703154,,,,,,,,Fairly Often,Sometimes,Fairly often,3.0,2.0,3.0,2.776141384388807,3.1576200417536535,2.0,,Never,2 times,Never,5 times or more,4 times,Never,1 time,2 times,1 time,Never,0.0,3.0,2.0,0.0,2.0,Low food security,17.0,Normal resilience,13.448492585942585,Likely to have a moderate effect,15.93376142614246,Moderate psychological distress
2022-09-28 23:53:03.989,Female,18-22,Yes,North America/Central America,I work seasonally,"$1 to $4,999","$100,000 to $149,999",No,High School,2.0-2.29,2 times,Vegetarian,4-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,Sometimes,Very often,Very often,Sometimes,Sometimes,Very often,Sometimes,Never,Almost never,Very often,5.0,5.0,4.0,2.0,2.0,3.0,1 time,1 time,Never,5 times or more,Never,2 times,Never,1 time,Never,3 times,3 times,0.0,3.0,0.0,0.0,0.0,High food security,15.0,Normal resilience,6.0,Likely to have a debilitating effect,21.0,Severe psychological distress
2022-09-29 09:28:27.686,Female,18-22,Yes,North America/Central America,Not applicable,"$1 to $4,999","$100,000 to $149,999",No,High School,3.7-4.0,3 times,I don’t follow a specific diet,4-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Fairly often,Sometimes,Almost never,Almost never,Fairly often,3.0,3.0,2.0,2.0,2.0,2.8990066225165565,2 times,2 times,Never,4 times,4 times,5 times or more,5 times or more,4 times,2 times,3 times,1 time,0.0,4.0,0.0,0.0,0.0,High food security,15.0,Normal resilience,16.0,Likely to have a moderate effect,14.899006622516556,Moderate psychological distress
2022-09-29 19:23:11.357,Male,18-22,Yes,North America/Central America,Less than 10 hours,"4,999 to $9,999","$150,000 to $249,999",No,High School,3.0-3.39,4 times,Vegetarian,8-11,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,1.0,3.0,4.0,1.0,3.0,1.0,Almost never,Never,Sometimes,Fairly Often,Very often,Almost never,Fairly Often,Fairly Often,Sometimes,Never,2.0,2.864229765013055,3.0,2.776141384388807,2.0,2.8990066225165565,3 times,3 times,Never,1 time,Never,2 times,Never,3 times,Never,4 times,3 times,0.0,0.0,1.0,0.0,5.0,Very low food security,27.0,High resilience,19.0,Likely to have a moderate effect,15.539377771918417,Moderate psychological distress
